,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
3906,10-18-0009-46,10-023,19,328,instituto privado mixto zunil pecul,entrada principal 1a. avenida zona 1,['59628677'],carlos filemon samayoa madrid,henry orlando ixquiactap tello,0,3,2,ABIERTA,1,4,11,SUCHITEPAQUEZ
3907,10-18-2677-46,10-023,19,328,instituto privado mixto zunil pecul,entrada principal 1a. av. zona 1,['59628677'],carlos filemon samayoa madrid,henry orlando ixquiactap tello,0,3,2,ABIERTA,1,0,3,SUCHITEPAQUEZ
3908,10-19-0010-46,10-008,19,144,colegio evangelico privado mixto nueva vision,sector el rebalse,,juana maria cifuentes perez,william rena guara monterroso,0,3,2,CERRADA TEMPORALMENTE,1,0,3,SUCHITEPAQUEZ
3909,10-19-0014-46,10-008,19,144,colegio evangelico privado mixto nueva vision,sector el rebalse pueblo nuevo suchitepequez,,juana maria cifuentes perez,julio eliseo vicente garcaa,0,3,2,ABIERTA,1,5,1,SUCHITEPAQUEZ
3910,10-19-0018-46,10-008,19,144,colegio evangelico privado mixto nueva vision,sector el rebalse pueblo nuevo suchitepequez,['42810991'],juana maria cifuentes perez,julio eliseo vicente garcaa,0,3,0,ABIERTA,1,4,11,SUCHITEPAQUEZ
3911,10-20-0022-46,10-016,19,155,instituto nacional de educacion diversificada,4ta. calle 4-31 zona 1,['58433425'],amelia noemi flores martinez,vivian elisa cabrera gramajo,0,2,2,ABIERTA,1,5,1,SUCHITEPAQUEZ
3912,10-20-0025-46,10-016,19,155,instituto privado mixto educacion y desarrollo,4a. calle 4-31 zona 2,['77917989'],amelia noemi flores martinez,gerson eliazar velasquez vasquez,0,3,2,ABIERTA,1,0,3,SUCHITEPAQUEZ
3913,10-20-0026-46,10-016,19,155,instituto privado mixto educacion y desarrollo,4a. calle 4-31 zona 2,['77917989'],amelia noemi flores martinez,gerson eliazar velasquez vasquez,0,3,2,ABIERTA,1,0,3,SUCHITEPAQUEZ
3914,10-20-0031-46,10-016,19,155,colegio evangelico integral la libertad,lote 179 y 180 entre 2da. y 3era. calle colonia las margaritas,['59221745'],amelia noemi flores martinez,policarpio gamez quiche,0,3,0,ABIERTA,1,5,1,SUCHITEPAQUEZ
3915,10-20-0032-46,10-016,19,155,colegio evangelico integral la libertad,lote 179 y 180 entre 2da. y 3era. calle colonia las margaritas,['59221745'],amelia noemi flores martinez,policarpio gamez quiche,0,3,0,ABIERTA,1,0,3,SUCHITEPAQUEZ
3916,10-20-0034-46,10-016,19,155,instituto privado mixto educacion y desarrollo,4a. calle 4-31 zona 2,['77917989'],amelia noemi flores martinez,gerson eliazar velasquez vasquez,0,3,2,ABIERTA,1,0,3,SUCHITEPAQUEZ
3917,10-20-0039-46,10-016,19,155,instituto privado mixto educacion y desarrollo,4a. calle 4-31 zona 2,['77917989'],amelia noemi flores martinez,gerson eliazar velasquez vasquez,0,3,2,ABIERTA,1,4,11,SUCHITEPAQUEZ
3918,10-21-0077-46,10-028,19,204,colegio tecnico privado mixto el redentor,residenciales los eucaliptos,['79272484'],luigi petronilo cermeao varaona,casar augusto barco asencio,0,3,2,ABIERTA,1,0,1,SUCHITEPAQUEZ
3919,10-21-0078-46,10-028,19,204,colegio tecnico privado mixto el redentor,residenciales los eucaliptos,['78720350'],luigi petronilo cermeao varaona,casar augusto barco asencio,0,3,2,ABIERTA,1,5,1,SUCHITEPAQUEZ
3920,10-21-0079-46,10-028,19,204,ined,calle de correos,['35749677'],luigi petronilo cermeao varaona,rolando ezequiel morales gonzalez,0,2,2,ABIERTA,1,5,1,SUCHITEPAQUEZ
3921,10-21-0080-46,10-028,19,204,colegio evangelico privado mixto eben-ezer,lote # 226,['55642098'],luigi petronilo cermeao varaona,zoila marina barrios luarca,0,3,2,ABIERTA,1,0,1,SUCHITEPAQUEZ
3922,10-21-0081-46,10-028,19,204,colegio privado mixto centro de estudios avanzados nuevo horizonte,calle principal,['54867663'],luigi petronilo cermeao varaona,silvia edelmira cano cozar,0,3,2,ABIERTA,1,2,1,SUCHITEPAQUEZ
3923,10-21-0082-46,10-028,19,204,colegio privado mixto centro de estudios avanzados nuevo horizonte,calle principal,['54867663'],luigi petronilo cermeao varaona,silvia edelmira cano cozar,0,3,2,ABIERTA,1,5,1,SUCHITEPAQUEZ
3924,10-21-0083-46,10-028,19,204,colegio privado mixto centro de estudios avanzados nuevo horizonte,calle principal,['54867663'],luigi petronilo cermeao varaona,debora elizabeth cap gamez,0,3,2,ABIERTA,1,0,3,SUCHITEPAQUEZ
3925,10-21-0084-46,10-028,19,204,colegio catolico privado san jose,lote no. 114,['42573286'],luigi petronilo cermeao varaona,fabiola alexeina bonilla car,0,3,2,ABIERTA,1,2,1,SUCHITEPAQUEZ
3926,10-21-0085-46,10-028,19,204,colegio privado mixto superacion,lote no. 44,['79272342'],luigi petronilo cermeao varaona,maria teresa bartolan maldonado,0,3,2,ABIERTA,1,5,1,SUCHITEPAQUEZ
3927,10-21-0086-46,10-028,19,204,colegio evangelico privado mixto eben ezer,lote # 226,['55642098'],luigi petronilo cermeao varaona,zoila marina barrios luarca,0,3,2,ABIERTA,1,0,1,SUCHITEPAQUEZ
3928,10-21-0087-46,10-028,19,204,colegio privado mixto superacion,lote no. 44,['79272342'],luigi petronilo cermeao varaona,maria teresa bartolon de ramirez,0,3,2,ABIERTA,1,0,1,SUCHITEPAQUEZ
3929,10-21-0089-46,10-028,19,204,colegio evangelico privado mixto eben ezer,lote # 226,['55642098'],luigi petronilo cermeao varaona,zoila marina barrios luarca,0,3,2,ABIERTA,1,2,1,SUCHITEPAQUEZ
3930,10-21-0090-46,10-028,19,204,instituto nacional de educacian diversificada,linea b-16,['32186469'],luigi petronilo cermeao varaona,ruben arnoldo guzman corzantes,0,2,0,ABIERTA,1,5,1,SUCHITEPAQUEZ
3931,10-21-0093-46,10-028,19,204,colegio privado mixto superacion,lote no. 44,['79271342'],luigi petronilo cermeao varaona,maraa teresa bartolan maldonado,0,3,2,ABIERTA,1,0,3,SUCHITEPAQUEZ
3932,10-21-0095-46,10-028,19,204,colegio privado mixto de estudios avanzados avanzados nuevo horizonte,calle principal,['54867663'],luigi petronilo cermeao varaona,silvia edelmira cano cozar,0,3,2,ABIERTA,1,4,11,SUCHITEPAQUEZ
3933,10-21-0097-46,10-028,19,204,colegio privado mixto superacion,lote no. 44,['79272430'],luigi petronilo cermeao varaona,maraa teresa bartolan maldonado,0,3,2,ABIERTA,1,4,11,SUCHITEPAQUEZ
3936,05-01-0110-46,05-033,5,62,escuela nacional de ciencias comerciales ads. al ineb simon bergaao y villegas,1a ave. sur 10-30 zona 1,['78880048'],remy arturo sinay gudiel,josa luis solarzano de lean,0,2,2,ABIERTA,1,2,1,ESCUINTLA
3937,05-01-0116-46,05-033,5,62,colegio pedagogico escuintleco ciencia y arte,5a ave. 10-87 zona 1,['78892455'],remy arturo sinay gudiel,,0,3,2,CERRADA TEMPORALMENTE,1,5,1,ESCUINTLA
3938,05-01-0117-46,05-033,5,62,liceo mixto nocturno izcuintlan,5a ave. 6-61 zona 1,,remy arturo sinay gudiel,diana paola pereira rodriguez,0,3,2,CERRADA TEMPORALMENTE,1,3,1,ESCUINTLA
3939,05-01-0119-46,05-033,5,62,centro escolar nuestra seaora de concepcion,km. 59 carretera a santa lucia cotzumalguapa,['78881194'],remy arturo sinay gudiel,santos pastor tzita,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3940,05-01-0121-46,05-033,5,62,instituto tecnico experimental del sur,1a. calle 2-38 zona 3 escuintla,['31651314'],remy arturo sinay gudiel,juan romeo suarez chacan,0,3,2,ABIERTA,1,5,1,ESCUINTLA
3941,05-01-0123-46,05-033,5,62,instituto privado mixto de educacion diversificada colegio minerva,8a calle 2-54 zona 1,,remy arturo sinay gudiel,,0,3,2,CERRADA TEMPORALMENTE,1,3,1,ESCUINTLA
3942,05-01-0126-46,05-033,5,62,colegio particular mixto escuintleco bilingae,1a avenida 6-60 zona 4,['78890988'],remy arturo sinay gudiel,giezi hazael lapez blanco,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3943,05-01-0127-46,05-033,5,62,liceo evangelico tecnico escuintleco,1a. avenida 6-08 zona 4,['78202058'],remy arturo sinay gudiel,silvia honestina hurtarte de cuevas,0,3,2,CERRADA TEMPORALMENTE,1,5,1,ESCUINTLA
3944,05-01-0129-46,05-033,5,62,liceo juvenil centroamericano,7a calle 3-02 zona 1,['78880365'],remy arturo sinay gudiel,diana paola pereira rodriguez,0,3,2,CERRADA TEMPORALMENTE,1,5,1,ESCUINTLA
3945,05-01-0131-46,05-033,5,62,centro educativo miguel angel asturias,5a ave 6-61 zona 1,,remy arturo sinay gudiel,,0,3,2,ABIERTA,1,3,1,ESCUINTLA
3946,05-01-0144-46,05-033,5,62,centro educacional guatemalteco del sur,"3a. av. 5-52 zona 1 escuintla,",['78894544'],remy arturo sinay gudiel,nidia amarilis galvez chavez,0,3,2,ABIERTA,1,0,3,ESCUINTLA
3947,05-01-0145-46,05-033,5,62,instituto nacional de perito en mercadotecnia y publicidad,4a. ave. sur 15-20 zona 4,['78893272'],remy arturo sinay gudiel,mariela floribal mandez maldonado,0,2,2,ABIERTA,1,5,1,ESCUINTLA
3948,05-01-0146-46,05-033,5,62,escuela nacional mixta nocturna de ciencias comerciales,1a ave. 10-30 zona 1,['57171570'],remy arturo sinay gudiel,leonel arnulfo ortega morataya,0,2,2,ABIERTA,1,3,1,ESCUINTLA
3949,05-01-0153-46,05-033,5,62,centro educativo maya,4a. avenida 6-76 zona 1,"['41349750', '54182377']",remy arturo sinay gudiel,byron estuardo gonzalez enriquez,0,3,2,CERRADA TEMPORALMENTE,1,2,1,ESCUINTLA
3950,05-01-0184-46,05-033,5,62,instituto de educacion diversificada por cooperativa de enseaanza,1era. avenida 10-30 zona 1 colonia el progreso,['78895918'],remy arturo sinay gudiel,maraa eugenia barrera barreda,0,0,2,ABIERTA,1,5,1,ESCUINTLA
3951,05-01-0187-46,05-033,5,62,liceo integral del sur de escuintla,"7a. calle 2-64, zona 3, barrio san miguel",['78893930'],remy arturo sinay gudiel,casar augusto lapez mandez,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3952,05-01-0207-46,05-033,5,62,liceo evangelico el eden,6a calle 1-60 zona 3 barrio santa ana,['41086951'],remy arturo sinay gudiel,sandra judith collado solares,0,3,2,ABIERTA,1,5,1,ESCUINTLA
3953,05-01-0226-46,05-033,5,62,centro educativo agroforestal el bosque,6ta. avenida 1-60 zona 3 interior colegio santa familia,['51259060'],remy arturo sinay gudiel,hilda maribel machuca alvarez,0,3,2,CERRADA TEMPORALMENTE,1,5,1,ESCUINTLA
3954,05-01-0231-46,05-033,5,62,colegio internacional future learning center (flc),km. 60 la felicidad salida a puerto san josa,['47691929'],remy arturo sinay gudiel,jessica jeannette sagastume hicks,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3955,05-01-0253-46,05-033,5,62,instituto tecnico ciencias industriales,2da. calle 3-28 zona 1,['78898879'],remy arturo sinay gudiel,mayron usiel loaiza garcia,0,3,2,ABIERTA,1,0,1,ESCUINTLA
3956,05-01-0256-46,05-033,5,62,colegio santiago de los caballeros de guatemala,2da avenida 10-98 zona 1,['78898751'],remy arturo sinay gudiel,silvia elena ruiz theissen,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3957,05-01-0259-46,05-033,5,62,colegio internacional flc,5ta calle 3-33 zona 1 escuintla,['78841293'],remy arturo sinay gudiel,jessica jeannette sagastume hicks,0,3,2,ABIERTA,1,0,3,ESCUINTLA
3958,05-01-0263-46,05-033,5,62,colegio particular mixto escuintleco bilingae,1ra. avenida 6-60 zona 4,['78880936'],remy arturo sinay gudiel,giezi hazael lapez blanco,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3959,05-01-0269-46,05-033,5,62,instituto tecnico banaport,4ta calle 16 avenida zona 5 colonia hunapu escuintla,['30103284'],remy arturo sinay gudiel,carlos enrique lapez mandez,0,3,2,CERRADA TEMPORALMENTE,1,5,1,ESCUINTLA
3960,05-01-0270-46,05-033,5,62,liceo educativo tecnico evangelico,1a. avenida 6-08 zona 4 escuintla,['78899679'],remy arturo sinay gudiel,silvia honestina hurtarte recinos,0,3,2,CERRADA TEMPORALMENTE,1,2,1,ESCUINTLA
3961,05-01-0271-46,05-033,5,62,instituto de educacion diversificada por cooperativa de enseaanza,5a calle 5-10 zona 3 colonia madrid,['50232975'],remy arturo sinay gudiel,miriam azucena martinez garcia,0,0,2,ABIERTA,1,5,1,ESCUINTLA
3962,05-01-0272-46,05-033,5,62,instituto tecnico ciencias industriales,2da. calle 3-38 zona 1,['78898879'],remy arturo sinay gudiel,mayron usiel loaiza garcia,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3963,05-01-0273-46,05-033,5,62,liceo educativo tecnico evangelico,1era avenida 6-08 zona 1,['78899679'],remy arturo sinay gudiel,silvia honestina hurtarte recinos,0,3,2,CERRADA TEMPORALMENTE,1,5,1,ESCUINTLA
3964,05-01-0274-46,05-033,5,62,liceo educativo tecnico evangelico,1era avenida 6-08 zona 4,['78899679'],remy arturo sinay gudiel,silvia honestina hurtarte recinos,0,3,2,CERRADA TEMPORALMENTE,1,0,1,ESCUINTLA
3965,05-01-0275-46,05-033,5,62,liceo educativo tecnico evangelico,1ra. avenida 6-08 zona 4,['78899679'],remy arturo sinay gudiel,silvia honestina hurtarte recinos,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3966,05-01-0278-46,05-033,5,62,instituto tacnico ciencias industriales,2da. calle 3-28 zona 1,['78898879'],remy arturo sinay gudiel,mayron usiel loaiza garcia,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3967,05-01-0280-46,05-033,5,62,centro educativo dr. josa severo martanez,5a. avenida 6-61 zona 1,['48734181'],remy arturo sinay gudiel,edgar rafael hurtarte gonzalez,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3968,05-01-0288-46,05-033,5,62,centro educacional guatemalteco del sur,6a. calle 2-73 zona 1,['78894544'],remy arturo sinay gudiel,hilda yolanda vasquez lapez,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3969,05-01-0289-46,05-033,5,62,liceo fuente de vida,lote 156 florido aceituno,['36635930'],remy arturo sinay gudiel,diogenes baudilio figueroa cruz,0,3,0,ABIERTA,1,0,3,ESCUINTLA
3970,05-01-0290-46,05-033,5,62,liceo fuente de vida,5ta calle 3-33 zona 1,['40771935'],remy arturo sinay gudiel,diogenes baudilio figueroa cruz,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3971,05-01-0292-46,05-033,5,62,liceo juvenil la patria,2a. avenida a 2-15 zona 2 colonia ferrocarrilero,['78897674'],remy arturo sinay gudiel,claudia suseth yanes solares,0,3,2,CERRADA TEMPORALMENTE,1,2,1,ESCUINTLA
3972,05-01-0293-46,05-033,5,62,liceo juvenil la patria,2a. avenida a 2-15 zona 2 colonia el ferrocarrilero,['78897674'],remy arturo sinay gudiel,claudia suseth yanes solares,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3973,05-01-0296-46,05-033,5,62,colegio izcuintlan,3ra a avenida a 1-92 zona 1,['59226836'],remy arturo sinay gudiel,ruth lorena arevalo osorio,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3974,05-01-0299-46,05-033,5,62,centro educativo y formacion humana de maraa,3a avenida a 4-48 zona 1,['42065584'],remy arturo sinay gudiel,erick ivan rivera martinez,0,3,2,ABIERTA,1,5,1,ESCUINTLA
3975,05-01-0303-46,05-033,5,62,liceo educativo tacnico evangalico,1ra. avenida 6-08 zona 4,['78899679'],remy arturo sinay gudiel,silvia honestina hurtarte recinos,0,3,2,CERRADA TEMPORALMENTE,1,0,1,ESCUINTLA
3976,05-01-0307-46,05-033,5,62,instituto comercial de camputos avanzados inccav,4a. avenida 15-94 sur final,['78898958'],remy arturo sinay gudiel,nilda janethe ibarra barrera,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3977,05-01-0308-46,05-033,5,62,colegio bilingae jardan americano,"3a calle sector b lote 21, colonia jacarandas 1, zona 3",['78898449'],remy arturo sinay gudiel,claudia argentina jimanez prado,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3978,05-01-0309-46,05-033,5,62,liceo preuniversitario ciencia y tecnologaa,6ta. ave. 2-52 zona 1,['51230832'],remy arturo sinay gudiel,silvia yanira melendez aguilar,0,3,2,ABIERTA,1,0,3,ESCUINTLA
3979,05-01-0310-46,05-033,5,62,liceo preuniversitario ciencia y tecnologaa,6ta. ave. 2-52 zona 1,['51230832'],remy arturo sinay gudiel,silvia yanira melendez aguilar,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3980,05-01-0311-46,05-033,5,62,liceo preuniversitario ciencia y tecnologaa,6ta. ave. 2-52 zona 1,['41490442'],remy arturo sinay gudiel,lily beatriz orellana sarceao,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3981,05-01-0312-46,05-033,5,62,centro educativo con computacian el quetzal,"3a. calle 3-95 zona 2, colonia el quetzal",['78881070'],remy arturo sinay gudiel,marianela echeverraa trigueros,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3982,05-01-0314-46,05-033,5,62,liceo mixto educativo de formacian integral limefi,3a. avenida a 1-92 zona 1,['35368700'],remy arturo sinay gudiel,ruth lorena arevalo osorio,0,3,2,ABIERTA,1,5,1,ESCUINTLA
3983,05-01-0315-46,05-033,5,62,liceo mixto educativo de formacian integral limefi,3a. avenida a 1-92 zona 1,['59226836'],remy arturo sinay gudiel,ruth lorena arevalo osorio,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3984,05-01-0317-46,05-033,5,62,liceo mixto educativo de formacian integral limefi,3a. avenida a 1-92 zona 1,['35368700'],remy arturo sinay gudiel,ruth lorena arevalo osorio,0,3,2,ABIERTA,1,0,3,ESCUINTLA
3985,05-01-0320-46,05-033,5,62,instituto particular mixto de educacian basica y bachillerato por madurez,4ta .av.sur 15-20 zona 4,['78895255'],remy arturo sinay gudiel,salomon alvarez andrade,0,3,2,ABIERTA,1,0,3,ESCUINTLA
3986,05-01-0321-46,05-033,5,62,colegio carrousel,25 calle 0-09 zona 5 colonia caaaveral iv,['52087048'],remy arturo sinay gudiel,sandra eugenia mendizabal valdez,0,3,0,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3987,05-01-0323-46,05-033,5,62,liceo espaaol americano,1ra avenida 0-06 zona 4 colonia los naranjales,['78897037'],remy arturo sinay gudiel,yarisa ruby samayoa barrios,0,3,2,ABIERTA,1,0,3,ESCUINTLA
3988,05-01-0325-46,05-033,5,62,centro educacional guatemalteco del sur,3a avenida 5-52 zona 1,['78894544'],remy arturo sinay gudiel,nidia amarilis galvez chavez,0,3,2,ABIERTA,1,0,3,ESCUINTLA
3989,05-01-0327-46,05-033,5,62,colegio santiago de los caballeros de guatemala,2a. avenida. 10-98 zona 1,['78898751'],remy arturo sinay gudiel,silvia elena ruiz theissen,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3990,05-01-0328-46,05-033,5,62,instituto nacional de bachillerato por madurez saloman alvarez andrade,4ta. av. 15-20 zona 4,['58747825'],remy arturo sinay gudiel,thelma colombina trujillo suazo,0,2,2,CERRADA TEMPORALMENTE,1,3,1,ESCUINTLA
3991,05-01-0330-46,05-033,5,62,instituto tacnico ciencias industriales,"2da. calle 3-28, zona 1",['78898879'],remy arturo sinay gudiel,mayron usiel loaiza garcia,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3992,05-01-0332-46,05-033,5,62,colegio tecnolagico moderno,manzana 34 lote 412 zona 03 colonia el mango,['54547864'],remy arturo sinay gudiel,narda aleida rodriguez lemus,0,3,0,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3993,05-01-0336-46,05-033,5,62,colegio internacional future learning center flc,km. 60 la felicidad salida a puerto san josa,['47691929'],remy arturo sinay gudiel,jessica jeannette sagastume hicks,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
3994,05-01-0338-46,05-033,5,62,corporacian del liceo educativo tacnico evangalico sociedad ananima,1a avenida 5-80 zona 4,['78899679'],remy arturo sinay gudiel,herbert vinicio cuevas hurtarte,0,3,2,ABIERTA,1,2,1,ESCUINTLA
3995,05-01-0339-46,05-033,5,62,corporacian del liceo educativo tacnico evangalico sociedad anonima,1a avenida 5-80 zona 4,['78899679'],remy arturo sinay gudiel,herbert vinicio cuevas hurtarte,0,3,2,ABIERTA,1,0,1,ESCUINTLA
3996,05-01-0340-46,05-033,5,62,corporacian del liceo educativo tacnico evangalico sociedad ananima,1a avenida 5-80 zona 4,['78899679'],remy arturo sinay gudiel,herbert vinicio cuevas hurtarte,0,3,2,ABIERTA,1,0,3,ESCUINTLA
3997,05-01-0342-46,05-033,5,62,colegio hispano-amaricano hacienda verde,"2do. callejan, 2da calle, granja no. 2 cantan los voladores zona 3",['40133449'],remy arturo sinay gudiel,evelyn susana trabanino rodas,0,3,0,ABIERTA,1,2,1,ESCUINTLA
3998,05-01-0343-46,05-033,5,62,colegio mixto evangalico con computacian nazareth,12 calle 2-86 zona 1,['78890060'],remy arturo sinay gudiel,sandra jeanette garcaa sanchez,0,3,2,CERRADA TEMPORALMENTE,1,5,1,ESCUINTLA
3999,05-01-0344-46,05-033,5,62,instituto privado cultural informatico y cientafico ipcic,3a. calle 2-23 zona 2 colonia el ferrocarrilero,['41862567'],remy arturo sinay gudiel,edna tomasita herincx ruiz,0,3,2,ABIERTA,1,2,1,ESCUINTLA
4000,05-01-0347-46,05-033,5,62,centro educativo gratia,"callejan puente de palo. granja san josa, cantan puente de palo",['33674187'],remy arturo sinay gudiel,maraa del rosario reyes oliva,0,3,0,ABIERTA,1,2,1,ESCUINTLA
4001,05-01-0348-46,05-033,5,62,instituto particular mixto de educacian basica y bachillerato por madurez,4ta. avenida 15-20 zona 4,['78895255'],remy arturo sinay gudiel,salomon alvarez andrade,0,3,2,ABIERTA,1,0,3,ESCUINTLA
4002,05-01-0350-46,05-033,5,62,liceo evangalico el eden,6 avenida 13-86 zona 1,['41261831'],remy arturo sinay gudiel,sandra judith collado solares,0,3,2,ABIERTA,1,0,3,ESCUINTLA
4003,05-01-0359-46,05-033,5,62,centro educativo y formacian humana de maraa,3a. calle a 1-43 zona 1,['42065584'],remy arturo sinay gudiel,erick ivan rivera martinez,0,3,2,ABIERTA,1,0,1,ESCUINTLA
4004,05-01-0360-46,05-033,5,62,centro educativo campus sur,1a. avenida casa no. 1 zona 4 colonia la industria,['77254989'],remy arturo sinay gudiel,evelyn samantha parez rosal,0,3,2,ABIERTA,1,2,1,ESCUINTLA
4005,05-01-0361-46,05-033,5,62,centro educativo campus sur,1a. avenida casa no.1 zona 4 colonia la industria,['59499874'],remy arturo sinay gudiel,macario del cid morales,0,3,2,CERRADA TEMPORALMENTE,1,2,1,ESCUINTLA
4006,05-01-0363-46,05-033,5,62,instituto oficial mixto de educacian y bachillerato por madurez palmeras,km. 68.5 carretera a taxisco,['54953504'],remy arturo sinay gudiel,luddin federico alvarez duarte,0,2,2,ABIERTA,1,2,1,ESCUINTLA
4007,05-01-0364-46,05-033,5,62,instituto tacnico de capacitacian y productividad intecap,4a. calle y 16 avenida zona 5 colonia hunapa,['77903232'],remy arturo sinay gudiel,daniel edmundo arreaza navas,0,3,2,ABIERTA,1,0,1,ESCUINTLA
4008,05-01-0368-46,05-033,5,62,"instituto comercial de computos avanzados, inccav",4a avenida 15-94 sur final,['78898958'],remy arturo sinay gudiel,nilda janethe ibarra barrera,0,3,2,ABIERTA,1,0,3,ESCUINTLA
4009,05-01-0369-46,05-033,5,62,centro educativo el bosque,1a. calle a 4-52 zona 2 colonia el quetzal,['56932945'],remy arturo sinay gudiel,emilsa noema garcaa fuentes,0,3,2,ABIERTA,1,0,3,ESCUINTLA
4010,05-01-0374-46,05-033,5,62,instituto mixto particular de educacian basica y diversificada alma libertad parez martanez,4ta. avenida 22-04 zona 5 colonia caaaveral 1 escuela oficial rural mixta gonzalo adolfo santizo,['58342002'],remy arturo sinay gudiel,sandra yaneth davila mendoza,0,3,0,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
4011,05-01-0377-46,05-033,5,62,centro escolar nuestra seaora de concepcian.,km 59 carretera a santa lucaa cotzumalguapa.,['78881194'],remy arturo sinay gudiel,santos pastor tzita,0,3,2,CERRADA TEMPORALMENTE,1,0,1,ESCUINTLA
4012,05-01-0381-46,05-033,5,62,colegio integral hispanoamericano junior,9a. avenida 6a. calle lote no. 9 zona 3 lotificacian premier,['58559720'],remy arturo sinay gudiel,maritza collado solares,0,3,2,ABIERTA,1,5,1,ESCUINTLA
4013,05-01-0382-46,05-033,5,62,colegio integral hispanoamericano junior,9a. avenida 6a. calle zona 3 lotificacian premier,['58559720'],remy arturo sinay gudiel,maritza collado solares,0,3,2,ABIERTA,1,0,1,ESCUINTLA
4014,05-01-0384-46,05-033,5,62,centro educativo javier cast,6ta. avenida 0-82 zona 4 colonia los naranjales,['56304877'],remy arturo sinay gudiel,ingrid emilia morales gonzalez,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
4015,05-01-0387-46,05-033,5,62,colegio cristiano monte moriah,2da. avenida 3-80 zona 3 colonia aguas vivas,['77254128'],remy arturo sinay gudiel,mely nohema mejaa castillo,0,3,0,ABIERTA,1,2,1,ESCUINTLA
4016,05-01-0388-46,05-033,5,62,colegio liceo nueva visian san gabriel,"lote 64, lotificacian san gabriel",['51258527'],remy arturo sinay gudiel,florencia rodriguez ramirez,0,3,0,ABIERTA,1,5,1,ESCUINTLA
4017,05-01-0392-46,05-033,5,62,centro educativo aprender para crecer,"1a avenida y 5a calle, zona 3 colonia rosalinda instalaciones que ocupa la eorm jm colonia rosalinda.",['49373081'],remy arturo sinay gudiel,mildred azucena pacheco,0,3,0,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
4018,05-01-0397-46,05-033,5,62,colegio hispano-americano hacienda verde,2o callejan y 2a calle granja no. 2 cantan los voladores zona 3,['40133449'],remy arturo sinay gudiel,evelyn susana trabanino rodas,0,3,0,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
4019,05-01-0399-46,05-033,5,62,colegio bilingae jardan americano,"3a calle sector b, lote 21 jacarandas 1, zona 3",['78898449'],remy arturo sinay gudiel,claudia argentina jimanez prado,0,3,2,CERRADA TEMPORALMENTE,1,0,3,ESCUINTLA
4020,05-01-0402-46,05-028,5,62,programa nacional de educacian alternativa pronea,"local 37 y 37 a. c.c. plaza palmeras, 1 avenida barrio san pedro el pito, zona 2",['22504723'],claudia yadira guzman montepeque de arevalo,claudia yadira guzman montepeque,0,2,2,ABIERTA,1,0,0,ESCUINTLA
4021,05-01-0403-46,05-033,5,62,liceo fuente de vida,lote 156 florido aceituno,['36635930'],remy arturo sinay gudiel,diogenes baudilio figueroa cruz,0,3,0,ABIERTA,1,2,1,ESCUINTLA
4022,05-01-0405-46,05-033,5,62,colegio bilingae con computacian del prado,"2a avenida 1-99 zona 2, colonia ferrocarrilero",['78892172'],remy arturo sinay gudiel,alicia odeth daaz tejada,0,3,2,ABIERTA,1,2,1,ESCUINTLA
