,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
0,21-01-0101-46,21-002,9,85,instituto normal centroamericano para seaoritas -incas-,"avenida chipilapa 1-65, zona 2",['79224268'],jorge adelino perez ucelo,iris jannette aguirre contreras,0,2,2,ABIERTA,1,5,1,JALAPA
1,21-01-0104-46,21-002,9,85,instituto normal centroamericano para varones,"calle transito rojas, 4-82, zona 2, barrio san francisco",['40645842'],jorge adelino perez ucelo,lisi karina escobar espinoza,0,2,2,ABIERTA,1,2,1,JALAPA
2,21-01-0106-46,21-004,9,85,colegio particular mixto liceo jalapa,calle transito rojas 7-60 zona 1,['79220013'],victor manuel portillo recinos,efraan de jesas salazar peralta,0,3,2,ABIERTA,1,3,1,JALAPA
3,21-01-0107-46,21-004,9,85,instituto particular mixto moderno jalapaneco,3a. calle 0-39 zona 2 barrio la esperanza,['51228253'],victor manuel portillo recinos,german de jesus ramos valle,0,3,2,TEMPORAL TITULOS,1,5,1,JALAPA
4,21-01-0108-46,21-004,9,85,instituto privado de educacion diversificada el porvenir,"4a. avenida 2-66, zona 2 barrio san francisco","['79224958', '79223033']",victor manuel portillo recinos,rosa coralia pineda gallardo,0,3,2,ABIERTA,1,5,1,JALAPA
5,21-01-0111-46,21-004,9,85,colegio particular mixto liceo nuevo milenio,"1ra. calle a zona 3, residenciales nueva jerusalen",['79222186'],victor manuel portillo recinos,nilsa magaly cordero gudiel,0,3,2,ABIERTA,1,5,1,JALAPA
6,21-01-0206-46,21-005,9,85,instituto nacional de educacion diversificada,"caserao la laguneta, aldea el durazno",['31233496'],thelma yaneth polanco perez de camey,migdalia irene santillana fuentes,0,2,0,ABIERTA,1,5,1,JALAPA
7,21-01-0233-46,21-004,9,85,colegio particular mixto por madurez oscar de leon palacios,calle transito rojas 8-54 zona 2,['56963730'],victor manuel portillo recinos,claudia marinelli martanez hernandez,0,3,2,ABIERTA,1,0,3,JALAPA
8,21-01-0256-46,21-004,9,85,colegio sagrado corazon,3ra. calle 2-47 zona 2 barrio san francisco,['79227638'],victor manuel portillo recinos,francisco augusto carrillo hernandez,0,3,2,ABIERTA,1,0,3,JALAPA
9,21-01-0269-46,21-004,9,85,colegio privado mixto de educacion basica educare,"6a. av. 0-67 zona 5, barrio san francisco",['77964422'],victor manuel portillo recinos,alvaro antonio sandoval orellana,0,3,2,ABIERTA,1,5,1,JALAPA
10,21-01-0271-46,21-004,9,85,instituto tacnico profesional miguel angel asturias,"1a. calle 6-61 zona 1, barrio la democracia",['79222110'],victor manuel portillo recinos,juan manuel cisneros martanez,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
11,21-01-0274-46,21-004,9,85,colegio particular mixto liceo jalapa,"calle transito rojas 7-79, zona 1 barrio la democracia",['79220013'],victor manuel portillo recinos,lesly priscila carrera ruaz,0,3,2,ABIERTA,1,5,1,JALAPA
12,21-01-0293-46,21-004,9,85,instituto particular mixto moderno jalapaneco,barrio la democracia,,victor manuel portillo recinos,,0,3,0,CERRADA TEMPORALMENTE,1,3,1,JALAPA
13,21-01-0297-46,21-004,9,85,colegio sagrado corazon,"3ra. calle 2-47 zona 2, barrio san francisco",['79227638'],victor manuel portillo recinos,francisco augusto carrillo hernandez,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
14,21-01-0299-46,21-004,9,85,centro de estudios de ingenieria y arquitectura rembrandt,"6ta. calle e 0-49 colonia bonilla zona 1, barrio la esperanza",['79228008'],victor manuel portillo recinos,jeimy azucena arriaza ortaz,0,3,2,ABIERTA,1,5,1,JALAPA
15,21-01-0302-46,21-004,9,85,instituto particular mixto liceo genesis,"calle transito rojas 0-36 zona 6, barrio chipilapa",['42084457'],victor manuel portillo recinos,nestor efraan sandoval campos,0,3,2,ABIERTA,1,0,3,JALAPA
16,21-01-0306-46,21-004,9,85,centro de estudios de ingenieria y arquitectura rembrandt,"6ta. calle e 0-49 colonia bonilla zon 1, barrio la esperanza",['79228008'],victor manuel portillo recinos,berta elizabeth najera jimanez,0,3,2,ABIERTA,1,0,3,JALAPA
17,21-01-0308-46,21-004,9,85,colegio particular mixto liceo nuevo milenio,"1a. calle a zona 3, residenciales nueva jerusalen, barrio el porvenir",['79222186'],victor manuel portillo recinos,nilsa magaly cordero gudiel,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
18,21-01-0315-46,21-004,9,85,centro de estudios de ingenieria y arquitectura rembrandt,"6ta. calle e 0-49 colonia bonilla zona 1, barrio la esperanza",['79228008'],victor manuel portillo recinos,jeimy azucena arriaza ortaz,0,3,2,ABIERTA,1,2,1,JALAPA
19,21-01-0319-46,21-004,9,85,colegio privado mixto de educacian basica educare,"5 avenida 1-79 zona 1, barrio la democracia",['79223749'],victor manuel portillo recinos,judith anareli menandez valdez,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
20,21-01-0325-46,21-004,9,85,instituto privado liceo interamericano,"1ra. avenida 0-45 zona 6, barrio chipilapa",['41963272'],victor manuel portillo recinos,josa baudilio castaaeda talles,0,3,2,ABIERTA,1,0,3,JALAPA
21,21-01-0329-46,21-004,9,85,colegio particular mixto liceo jalapa,calle transito rojas 7-79 zona 1 barrio la democracia,['79220013'],victor manuel portillo recinos,lesly priscila carrera ruaz,0,3,2,ABIERTA,1,2,1,JALAPA
22,21-01-0330-46,21-004,9,85,instituto particular mixto de bachillerato por madurez xalapan,1a. calle 2-06- zona 1,['79224711'],victor manuel portillo recinos,josa guillermo rodas gudiel,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
23,21-01-0336-46,21-004,9,85,colegio particular mixto liceo nuevo milenio,1a. calle a zona 3 residenciales nueva jerusalen,['50000098'],victor manuel portillo recinos,jorge mario aquino mazariegos,0,3,2,ABIERTA,1,0,3,JALAPA
24,21-01-0343-46,21-004,9,85,colegio particular mixto de educacian basica educare,6a. av. 0-67 zona 5 barrio san francisco,['77964422'],victor manuel portillo recinos,judith anareli menandez valdez,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
25,21-01-0344-46,21-004,9,85,instituto tacnico industrial albert einstein,"7a. avenida 2-46 zona 1, barrio la democracia",['79225240'],victor manuel portillo recinos,claudia sucely jimenez jacobo,0,3,2,ABIERTA,1,0,3,JALAPA
26,21-01-0349-46,21-004,9,85,colegio privado monte alto,"2a. calle c 8-61 zona 1, barrio la democracia",['55630606'],victor manuel portillo recinos,kenneth julio castillo santiago,0,3,2,ABIERTA,1,2,1,JALAPA
27,21-01-0350-46,21-004,9,85,colegio privado monte alto,"2a. calle c 8-61 zona 1, barrio la democracia",['55630606'],victor manuel portillo recinos,edna adelina santiago ordoaez,0,3,2,ABIERTA,1,5,1,JALAPA
28,21-01-0352-46,21-004,9,85,colegio privado monte alto,"2a. calle c 8-61 zona 1, barrio la democracia",['55630606'],victor manuel portillo recinos,kenneth julio castillo santiago,0,3,2,ABIERTA,1,0,3,JALAPA
29,21-01-0357-46,21-004,9,85,colegio nuestra seaora de los angeles,barrio llano grande,['55723437'],victor manuel portillo recinos,glendy maritza najera hernandez,0,3,2,ABIERTA,1,5,1,JALAPA
30,21-01-0359-46,21-004,9,85,colegio particular mixto liceo jalapa,"calle transito rojas 7-60 zona 1, barrio la democracia",['79220013'],victor manuel portillo recinos,lesly priscila carrera ruaz,0,3,2,ABIERTA,1,0,3,JALAPA
31,21-01-0361-46,21-004,9,85,instituto guatemalteco de aviacian y turismo -igat-,"3ra.. avenida 0-51 zona 1, barrio la democracia",['79223446'],victor manuel portillo recinos,alicia marisela roqual castaaeda,0,3,2,ABIERTA,1,5,1,JALAPA
32,21-01-0366-46,21-004,9,85,colegio privado monte alto,"2a. calle c 8-61 zona 1 barrio la democracia y 8a. avenida 2-26 zona 1, barrio la democracia",['77964410'],victor manuel portillo recinos,kenneth julio castillo santiago,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
33,21-01-0369-46,21-004,9,85,colegio particular mixto oscar de lean palacios,"lotes 6f, 7f, 159f y 160f lotificacian los eucaliptos",['56963730'],victor manuel portillo recinos,lucero zeleste morales contreras,0,3,2,ABIERTA,1,0,3,JALAPA
34,21-01-0370-46,21-004,9,85,colegio particular mixto oscar de lean palacios,"lotes 6f, 7f, 159f y 160f notificacian los eucaliptos",['56963730'],victor manuel portillo recinos,ana soledad lemus yanes,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
35,21-01-0373-46,21-004,9,85,colegio particular para seaoritas madre angela,barrio llano grande,['51534709'],victor manuel portillo recinos,glendy maritza najera hernandez,0,3,2,ABIERTA,1,2,1,JALAPA
36,21-01-0375-46,21-004,9,85,colegio jardan infantil agazzi,"calle transito rojas 2-41 zona 1, barrio chipilapa",['41544001'],victor manuel portillo recinos,henry edilberto estrada aguilar,0,3,2,ABIERTA,1,5,1,JALAPA
37,21-01-0377-46,21-004,9,85,colegio adventista moria,2a. av. a 0-84 zona 2 barrio san francisco,['79222901'],victor manuel portillo recinos,widmer ronel paz colindres,0,3,2,ABIERTA,1,2,1,JALAPA
38,21-01-0379-46,21-004,9,85,instituto privado liceo interamericano,"1a. av. 0-45 zona 6, barrio chipilapa",['47323533'],victor manuel portillo recinos,veranica judith ruedas marroquan,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
39,21-01-0382-46,21-004,9,85,colegio preuniversitario juan pablo ii,calle transito rojas 0-73 zona 5,['79225275'],victor manuel portillo recinos,lazaro haroldo revolorio lapez,0,3,2,ABIERTA,1,0,3,JALAPA
40,21-01-0383-46,21-004,9,85,colegio preuniversitario juan pablo ii,calle transito rojas 0-73 zona 5,['79225275'],victor manuel portillo recinos,lazaro haroldo revolorio lapez,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
41,21-01-0385-46,21-004,9,85,colegio particular mixto roberto antonio bonilla marroquan,"avenida chipilapa final zona 1, barrio la esperanza",['77964245'],victor manuel portillo recinos,maraa magdalena jimanez ishlaj,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
42,21-01-0386-46,21-004,9,85,colegio mixto bilingae discovery,"3a. calle 0-59 zona 6, barrio chipilapa",['79225150'],victor manuel portillo recinos,corina susibel ortaz gonzalez,0,3,2,ABIERTA,1,5,1,JALAPA
43,21-01-0389-46,21-004,9,85,instituto tacnico industrial albert einstein,"7a. avenida 2-46 zona 1, barrio la democracia",['79225240'],victor manuel portillo recinos,claudia sucely jimenez jacobo,0,3,2,ABIERTA,1,2,1,JALAPA
44,21-01-0390-46,21-025,9,85,programa nacional de educacian alternativa pronea,2a. avenida final frente al complejo deportivo,['79224294'],zoila ligia elizabeth martinez guzman de carias,zoila ligia elizabeth martanez guzman,0,2,0,ABIERTA,1,0,0,JALAPA
45,21-01-0391-46,21-002,9,85,instituto nacional de educacian diversificada,"calzada juan josa bonilla, 3-02 zona 2 barrio san francisco",['30216212'],jorge adelino perez ucelo,karen odila escobar garcaa,0,2,2,ABIERTA,1,0,1,JALAPA
46,21-01-0397-46,21-004,9,85,colegio particular mixto liceo jalapa,"calle transito rojas 7-60, zona 1, barrio la democracia",['79220013'],victor manuel portillo recinos,lesly priscila carrera ruaz,0,3,2,ABIERTA,1,4,11,JALAPA
47,21-01-0400-46,21-004,9,85,instituto tacnico profesional miguel angel asturias,"1a. calle 6-61 zona 1, barrio la democracia",['79222110'],victor manuel portillo recinos,miriam consuelo caraas parez,0,3,2,ABIERTA,1,4,11,JALAPA
48,21-01-0401-46,21-004,9,85,instituto particular mixto liceo ganesis,"calle transito rojas 0-36 zona 6, barrio chipilapa",['42084457'],victor manuel portillo recinos,ingrid fabiola franco martanez,0,3,2,ABIERTA,1,4,11,JALAPA
49,21-01-0404-46,21-004,9,85,instituto privado liceo interamericano,"1a. avenida 0-45 zona 6, barrio chipilapa",['41963272'],victor manuel portillo recinos,josa baudilio castaaeda talles,0,3,2,ABIERTA,1,4,11,JALAPA
50,21-01-0405-46,21-004,9,85,colegio sagrado corazan,"3ra. calle 2-47 zona 3, barrio san francisco",['79227637'],victor manuel portillo recinos,francisco augusto carrillo hernandez,0,3,2,ABIERTA,1,4,11,JALAPA
51,21-01-0407-46,21-004,9,85,colegio particular mixto oscar de lean palacios,"lotes 6f, 7f, 159f y 160f, lotificacianlos eucaliptos",['79220029'],victor manuel portillo recinos,lucero zeleste morales contreras,0,3,2,ABIERTA,1,4,11,JALAPA
52,21-01-0409-46,21-004,9,85,colegio privado monte alto,2a. calle c 8-61 zona 1 barrio la democracia,['55630606'],victor manuel portillo recinos,kenneth julio castillo santiago,0,3,2,ABIERTA,1,4,11,JALAPA
53,21-01-0411-46,21-004,9,85,colegio preuniversitario juan pablo ii,"calle transito rojas 0-73, zona 5",['79225275'],victor manuel portillo recinos,lazaro haroldo revolorio lapez,0,3,2,ABIERTA,1,4,11,JALAPA
54,21-01-0413-46,21-004,9,85,instituto particular mixto de bachillerato por madurez xalapan,1ra. calle 2-06 zona 1,['42162211'],victor manuel portillo recinos,josa guillermo rodas gudiel,0,3,2,ABIERTA,1,4,11,JALAPA
55,21-01-0415-46,21-004,9,85,instituto tacnico industrial albert einstein,7a. av. 2-46 zona 1 barrio la democracia,['79225240'],victor manuel portillo recinos,claudia sucely jimenez jacobo,0,3,2,ABIERTA,1,4,11,JALAPA
56,21-01-0417-46,21-004,9,85,colegio particular mixto liceo nuevo milenio,1ra. calle a residenciales nueva jerusalem,['42510206'],victor manuel portillo recinos,jorge mario aquino mazariegos,0,3,2,ABIERTA,1,4,11,JALAPA
57,21-01-0420-46,21-004,9,85,colegio privado mixto de educacian basica educare,"6a. av. 0-67 zona 5, barrio san francisco",['51948259'],victor manuel portillo recinos,judith anareli menandez valdez,0,3,2,ABIERTA,1,4,10,JALAPA
58,21-01-0421-46,21-025,9,85,centro de educacian extraescolar -ceex- departamental jalapa,2da. avenida final frente al complejo deportivo,['79224294'],zoila ligia elizabeth martinez guzman de carias,oscar humberto aguilar alvizures,0,2,2,ABIERTA,1,0,8,JALAPA
59,21-01-0422-46,21-004,9,85,centro educativo palabra de vida,aldea la pastoraa potrero carrillo,['40701530'],victor manuel portillo recinos,lilian yolanda chavarria pacheco,0,3,0,ABIERTA,1,5,1,JALAPA
60,21-01-0423-46,21-004,9,85,colegio bilingae el bosque,"5a. av. 1-39 zona 2, barrio san francisco",['58127940'],victor manuel portillo recinos,walter elia lapez oscal,0,3,2,ABIERTA,1,5,1,JALAPA
61,21-01-0424-46,21-004,9,85,centro de estudios de ingenieria y arquitectura rembrandt,6a. calle e 0-49 colonia bonilla zona 1,['79225800'],victor manuel portillo recinos,berta elizabeth najera jimanez,0,3,2,ABIERTA,1,4,11,JALAPA
62,21-01-0426-46,21-004,9,85,instituto activo bilingae nueva guatemala,"1a. av. 0-45 zona 1, barrio la esperanza",['35704663'],victor manuel portillo recinos,angela elizabeth portillo sandoval,0,3,2,ABIERTA,1,5,1,JALAPA
63,21-01-0427-46,21-004,9,85,instituto activo bilingae nueva guatemala,"1a. av. 0-45 zona 1, barrio la esperanza",['37934317'],victor manuel portillo recinos,johnny alfonso fajardo fuentes,0,3,2,ABIERTA,1,0,3,JALAPA
64,21-01-0428-46,21-004,9,85,instituto activo bilingae nueva guatemala,"1a. av. 0-45 zona 1, barrio la esperanza",['37934317'],victor manuel portillo recinos,denisse evelin castellanos fuentes,0,3,2,ABIERTA,1,4,11,JALAPA
65,21-01-0437-46,21-004,9,85,colegio particular mixto oscar de lean palacios,"lotes 6f, 7f, 159f, 160f, lotificacian los eucaliptos",['78220029'],victor manuel portillo recinos,lucero zeleste morales contreras,0,3,2,ABIERTA,1,2,1,JALAPA
66,21-01-0789-46,21-004,9,85,instituto tacnico profesional miguel angel asturias,1a. calle 6-61 zona 1 barrio democracia,['79222110'],victor manuel portillo recinos,miriam consuelo caraas parez,0,3,2,ABIERTA,1,5,1,JALAPA
67,21-01-0823-46,21-004,9,85,instituto tacnico industrial albert einstein,"7a. avenida 2-46 zona 1, barrio la democracia",['79225240'],victor manuel portillo recinos,claudia sucely jimenez jacobo,0,3,2,ABIERTA,1,5,1,JALAPA
68,21-01-0902-46,21-002,9,85,instituto adolfo v. hall de jalapa,caserao llano grande km. 166.9,['79224560'],jorge adelino perez ucelo,rudy waldemar ramos garcia,0,2,2,ABIERTA,1,0,1,JALAPA
69,21-01-1191-46,25-000,9,85,instituto guatemalteco de educacion radiofonica (iger),,,sonia haydee reyes monterroso,,0,3,2,CERRADA TEMPORALMENTE,1,2,0,JALAPA
70,21-01-1232-46,21-002,9,85,escuela normal de educacion fisica,area escolar no. 3 colonia bosques de viena,['79222073'],jorge adelino perez ucelo,silvia magala aquino lapez,0,2,2,ABIERTA,1,0,1,JALAPA
71,21-01-1252-46,21-004,9,85,instituto tacnico profesional miguel angel asturias,"1a. calle 6-61 zona 1, barrio la democracia",['79222110'],victor manuel portillo recinos,miriam consuelo caraas parez,0,3,2,ABIERTA,1,0,3,JALAPA
72,21-01-1331-46,21-004,9,85,colegio preuniversitario juan pablo ii,"calle transito rojas 0-73 zona 5, barrio chipilapa",['79222677'],victor manuel portillo recinos,aroldo castro medina,0,3,2,ABIERTA,1,5,1,JALAPA
73,21-01-1335-46,21-004,9,85,instituto tecnico profesional miguel angel asturias,1era. calle 6-61 zona 1 colonia democracia,['79222110'],victor manuel portillo recinos,,0,3,2,CERRADA TEMPORALMENTE,1,3,1,JALAPA
74,21-01-1376-46,21-002,9,85,escuela normal de parvulos,"colonia bosques de viena, zona 2 barrio san francisco",['79223350'],jorge adelino perez ucelo,rosa lizzeth peaate santiago,0,2,2,ABIERTA,1,5,1,JALAPA
75,21-01-1379-46,21-004,9,85,colegio sagrado corazon,"3ra. calle 2-47 zona 2, barrio san francisco",['79227638'],victor manuel portillo recinos,efraan de jesas salazar peralta,0,3,2,ABIERTA,1,5,1,JALAPA
76,21-01-1382-46,21-004,9,85,instituto tecnico industrial albert einstein (por madurez),7a. avenida entre 2a. calle b y c zona 1 barrio la democracia,['79225240'],victor manuel portillo recinos,mario antonio paredes ordoaez,0,3,2,CERRADA TEMPORALMENTE,1,2,3,JALAPA
77,21-01-1409-46,21-004,9,85,colegio particular mixto cientifico americano,2a. av. 2-78 zona 1 barrio la esperanza,['79222495'],victor manuel portillo recinos,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,JALAPA
78,21-01-1420-46,21-004,9,85,instituto particular mixto moderno jalapaneco,"3a. calle 0-39, zona 2 barrio la esperanza",['51228253'],victor manuel portillo recinos,garman de jesus ramos valle,0,3,2,CERRADA TEMPORALMENTE,1,2,3,JALAPA
79,21-01-1456-46,21-004,9,85,colegio particular mixto liceo jalapa,calle transito rojas 7-60 zona 1 barrio la democracia,['79220013'],victor manuel portillo recinos,lesly priscila carrera ruiz,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
80,21-02-0050-46,21-006,9,248,instituto nacional de educacion diversificada,barrio san josa,['59091890'],carlos antonio cordero trigueros,berfilio otoniel parez mandez,0,2,2,ABIERTA,1,2,1,JALAPA
81,21-02-0079-46,21-006,9,248,instituto privado de educacion de ciencias y tecnologia la sagrada familia,barrio san pablo,['42911006'],carlos antonio cordero trigueros,elmer abel sandoval muaoz,0,3,2,ABIERTA,1,5,1,JALAPA
82,21-02-0085-46,21-006,9,248,instituto privado de educacian de ciencias y tecnologia la sagrada familia,barrio san pablo,['42911006'],carlos antonio cordero trigueros,edvin saal gonzalez campos,0,3,2,ABIERTA,1,0,3,JALAPA
83,21-02-0091-46,21-025,9,248,centro de educacian extraescolar -ceex- cooperativa el recuerdo/t-21,"ruta nacional no. 18, km. 123, entrada al agua tibia",['79220836'],zoila ligia elizabeth martinez guzman de carias,zaida violeta martanez folgar,0,3,2,ABIERTA,1,0,8,JALAPA
84,21-02-0094-46,21-006,9,248,instituto privado de educacian de ciencias y tecnologaa la sagrada familia,barrio san pablo,['42911006'],carlos antonio cordero trigueros,edvin saal gonzalez campos,0,3,2,ABIERTA,1,4,11,JALAPA
85,21-02-0099-46,21-006,9,248,instituto nacional tecnolagico,aldea el pinalito,['56321765'],carlos antonio cordero trigueros,veranica violeta martanez,0,2,0,ABIERTA,1,0,1,JALAPA
86,21-02-1432-46,21-006,9,248,instituto por cooperativa de magisterio de educacion primaria intercultural,barrio san jose,['52053133'],carlos antonio cordero trigueros,felipe abraham galicia maran,0,0,2,ABIERTA,1,5,1,JALAPA
87,21-03-0010-46,21-011,9,222,instituto nacional de educacion diversificada,barrio el llano,['30441503'],alba luz cristina agustin manuel,ciriaco damian mandez,0,2,2,ABIERTA,1,5,1,JALAPA
88,21-03-0026-46,21-011,9,222,colegio particular mixto liceo san luis,barrio el calvario,['45258219'],alba luz cristina agustin manuel,jackeline johanna esteban martanez,0,3,2,ABIERTA,1,5,1,JALAPA
89,21-03-0027-46,21-011,9,222,colegio del nivel medio superacion,barrio los izotes,['30441503'],alba luz cristina agustin manuel,ismaal humberto juarez lapez,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
90,21-03-0029-46,21-011,9,222,colegio del nivel medio superacion,barrrio los izotes,['43521954'],alba luz cristina agustin manuel,ismaal humberto juarez lapez,0,3,2,ABIERTA,1,0,3,JALAPA
91,21-03-0032-46,21-012,9,222,instituto municipal de educacian diversificada,aldea el camaran,['58845324'],natividad de jesus gregorio martinez,leticia esperanza lapez mandez,0,1,0,ABIERTA,1,5,1,JALAPA
92,21-03-0034-46,21-011,9,222,instituto nacional de educacian diversificada,barrio el llano,['30441503'],alba luz cristina agustin manuel,ciriaco damian mandez,0,2,2,ABIERTA,1,0,1,JALAPA
93,21-03-0036-46,21-025,9,222,centro de educacian extraescolar -ceex- fundacian deca,barrio santa cruz,['55787228'],zoila ligia elizabeth martinez guzman de carias,baudino adil chinchilla palma,0,3,2,ABIERTA,1,0,0,JALAPA
94,21-03-0040-46,21-011,9,222,colegio particular mixto liceo san luis,barrio el calvario,['45258219'],alba luz cristina agustin manuel,jackeline johanna esteban martanez,0,3,2,ABIERTA,1,0,3,JALAPA
95,21-03-0042-46,21-011,9,222,colegio del nivel medio superacian,barrio los izotes,['30441503'],alba luz cristina agustin manuel,ismaal humberto juarez lapez,0,3,2,ABIERTA,1,4,11,JALAPA
96,21-03-0043-46,21-011,9,222,colegio particular mixto liceo san luis,barrio el calvario,['45258219'],alba luz cristina agustin manuel,jackeline johanna esteban martanez,0,3,2,ABIERTA,1,4,11,JALAPA
97,21-03-0044-46,21-011,9,222,colegio particular mixto liceo san luis,barrio el calvario,['45258219'],alba luz cristina agustin manuel,jackeline johanna esteban martanez,0,3,2,ABIERTA,1,2,1,JALAPA
98,21-03-0046-46,21-011,9,222,colegio del nivel medio superacian,barrio los izotes,['30441503'],alba luz cristina agustin manuel,ismaal humberto juarez lapez,0,3,2,ABIERTA,1,2,1,JALAPA
99,21-03-1144-46,21-011,9,222,instituto mixto de educacion diversificada por cooperativa,barrio el centro,['79237519'],alba luz cristina agustin manuel,tomas ramiro lapez mataas,0,0,2,ABIERTA,1,5,1,JALAPA
100,21-04-0003-46,21-013,9,223,instituto nacional de educacion diversificada,barrio arriba,['41223351'],ena belisa zuaiga alarcon,julio ernesto cruz moran,0,2,2,ABIERTA,1,5,1,JALAPA
101,21-04-0009-46,21-013,9,223,instituto tecnico profesional eben-ezer,1a. avenida barrio abajo,['45611643'],ena belisa zuaiga alarcon,fanny yadira lemus sandoval,0,3,2,CERRADA TEMPORALMENTE,1,5,1,JALAPA
102,21-04-0017-46,21-013,9,223,instituto tacnico profesional eben-ezer,1a. avenida barrio abajo,['48784155'],ena belisa zuaiga alarcon,mayra judith gamez mejaa,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
103,21-04-1145-46,21-013,9,223,instituto de educacion diversificada por cooperativa,barrio arriba,['50670921'],ena belisa zuaiga alarcon,oscar moises padilla zuaiga,0,0,2,ABIERTA,1,5,1,JALAPA
104,21-04-1250-46,21-013,9,223,instituto diversificado por cooperativa,aldea poza verde,['30392097'],ena belisa zuaiga alarcon,juan misael gamez agustan,0,0,0,ABIERTA,1,5,1,JALAPA
105,21-05-0017-46,21-009,9,180,instituto nacional de educacion diversificada,barrio camelias,['31254619'],amarilis nohemi mendez mateo,malida patricia estrada,0,2,2,ABIERTA,1,5,1,JALAPA
106,21-05-0027-46,21-009,9,180,instituto privado de educacion mixta ciencia y tecnologia,barrio camelias,['57637240'],amarilis nohemi mendez mateo,emora esperanza solis hernandez,0,3,2,ABIERTA,1,5,1,JALAPA
107,21-05-0033-46,21-009,9,180,colegio particular mixto monteolivo,barrio entre rios,['33401179'],amarilis nohemi mendez mateo,maynor antonio gomez mendez,0,3,2,ABIERTA,1,0,3,JALAPA
108,21-05-0035-46,21-009,9,180,colegio particular mixto monteolivo,barrio entre rios,['46911243'],amarilis nohemi mendez mateo,maynor antonio gomez mendez,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
109,21-05-0037-46,21-009,9,180,instituto privado de educacion mixta ciencia y tecnologia,barrio camelias,['57637240'],amarilis nohemi mendez mateo,emora esperanza solis hernandez,0,3,2,ABIERTA,1,0,3,JALAPA
110,21-05-0038-46,21-009,9,180,colegio particular mixto monteolivo,barrio entre raos,['53345677'],amarilis nohemi mendez mateo,marbin adin caraas cardona,0,3,2,CERRADA TEMPORALMENTE,1,5,1,JALAPA
111,21-05-0049-46,21-009,9,180,colegio particular mixto el pino,aldea pino zapotan,['57519934'],amarilis nohemi mendez mateo,midaan irene najera gonzalez,0,3,0,ABIERTA,1,0,3,JALAPA
112,21-05-0052-46,21-009,9,180,colegio particular mixto monteolivo,barrio entre raos,['40741805'],amarilis nohemi mendez mateo,maynor antonio gomez mendez,0,3,2,ABIERTA,1,4,11,JALAPA
113,21-05-0054-46,21-009,9,180,instituto privado de educacian mixta ciencia y tecnologaa,barrio camelias,['57637240'],amarilis nohemi mendez mateo,emora esperanza solis hernandez,0,3,2,ABIERTA,1,4,11,JALAPA
114,21-05-1141-46,21-009,9,180,instituto de educacion diversificada por cooperativa,san carlos alzatate,['57748268'],amarilis nohemi mendez mateo,vivian arely santiago y santiago,0,0,2,ABIERTA,1,5,1,JALAPA
115,21-06-0021-46,21-003,9,113,instituto nacional de educacion diversificada,barrio la reforma,['58862473'],iris victoria teo orellana,eliazar eli elvira lopez,0,2,2,ABIERTA,1,2,1,JALAPA
116,21-06-0032-46,21-003,9,113,colegio evangelico libertad,finca el yalu,['40160286'],iris victoria teo orellana,dalia carina morales lapez,0,3,2,CERRADA TEMPORALMENTE,1,2,1,JALAPA
117,21-06-0034-46,21-003,9,113,colegio evangelico libertad,finca el yala,['40160286'],iris victoria teo orellana,dalia carina morales lapez,0,3,2,CERRADA TEMPORALMENTE,1,5,1,JALAPA
118,21-06-0036-46,21-003,9,113,instituto municipal de educacion,lotificacian el recuerdo i,['46002805'],iris victoria teo orellana,hugo francisco najera lapez,0,1,2,ABIERTA,1,0,3,JALAPA
119,21-06-0048-46,21-003,9,113,colegio evangalico particular mixto la palabra,"el espinalar, caserao la ceibita",['40501176'],iris victoria teo orellana,josa daniel recinos hernandez,0,3,0,ABIERTA,1,5,1,JALAPA
120,21-06-0052-46,21-003,9,113,instituto tacnico de formacion integral intecfori,barrio el porvenir,['58589094'],iris victoria teo orellana,julia aracely gudiel lapez,0,3,2,ABIERTA,1,4,11,JALAPA
121,21-06-0054-46,21-003,9,113,instituto municipal de educacian,lotificacian el recuerdo i,['46002805'],iris victoria teo orellana,hugo francisco najera lapez,0,1,2,ABIERTA,1,4,9,JALAPA
